"","X","huc12","states","name","areasqkm","areaacres","sorted_state"
"100302","100302","010801030402","NH","Zealand River-Ammonoosuc River",140.11,34621.23,"NH"
"21336","21336","010801030403","NH","Baker Brook-Ammonoosuc River",144.47,35700.42,"NH"
"16018","16018","010801030501","NH","Salmon Hole Brook-Ammonoosuc River",52.03,12857.02,"NH"
"14734","14734","010801030502","NH","Ogontz Brook",51.34,12686.77,"NH"
"20731","20731","010801030503","NH","Pearl Lake Brook-Ammonoosuc River",77.81,19226.59,"NH"
"100303","100303","010801030504","NH","Upper Wild Ammonoosuc River",66.45,16421.16,"NH"
"100304","100304","010801030505","NH","Lower Wild Ammonoosuc River",86.7,21424.65,"NH"
"16020","16020","010801030506","NH","Ammonoosuc River",95.48,23594.74,"NH"
"16038","16038","010801030602","NH,VT","Wells River",148.92,36797.9,"NH"
"160381","16038","010801030602","NH,VT","Wells River",148.92,36797.9,"NH"
"100305","100305","010801030701","NH","Oliverian Brook",106.03,26200.01,"NH"
"22750","22750","010801030702","NH,VT","Halls Brook",79.39,19618.13,"NH"
"227501","22750","010801030702","NH,VT","Halls Brook",79.39,19618.13,"NH"
"22749","22749","010801030703","NH,VT","Clark Brook-Connecticut River",127.67,31548.88,"NH"
"227491","22749","010801030703","NH,VT","Clark Brook-Connecticut River",127.67,31548.88,"NH"
"20484","20484","010801040104","NH,VT","Waits River",59.16,14619.34,"NH"
"204841","20484","010801040104","NH,VT","Waits River",59.16,14619.34,"NH"
"100306","100306","010801040201","NH","Eastman Brook",54.3,13417.22,"NH"
"22883","22883","010801040202","NH","Jacobs Brook",70.23,17353.61,"NH"
"22882","22882","010801040203","NH","Clay Brook",49.24,12167.57,"NH"
"14805","14805","010801040204","NH","Grant Brook",42.34,10462.94,"NH"
"21298","21298","010801040205","NH,VT","Lake Morey-Connecticut River",152.52,37687.65,"NH"
"212981","21298","010801040205","NH,VT","Lake Morey-Connecticut River",152.52,37687.65,"NH"
"21410","21410","010801040401","NH","Mink Brook",47.87,11827.73,"NH"
"22644","22644","010801040402","NH,VT","Bloody Brook-Connecticut River",165.3,40846.23,"NH"
"226441","22644","010801040402","NH,VT","Bloody Brook-Connecticut River",165.3,40846.23,"NH"
"22837","22837","010801060101","NH","Canaan Street Lake-Mascoma River",85.85,21214.16,"NH"
"21292","21292","010801060102","NH","Indian River",115.89,28636.99,"NH"
"22661","22661","010801060103","NH","Goose Pond Brook",54.06,13358.75,"NH"
"14782","14782","010801060104","NH","Crystal Lake Brook",45.17,11162.01,"NH"
"21408","21408","010801060105","NH","Mascoma Lake-Mascoma River",96.58,23864.42,"NH"
"22641","22641","010801060106","NH","Mascoma River",106.7,26365.05,"NH"
"14780","14780","010801060301","NH","Bloods Brook",73.31,18114.58,"NH"
"21987","21987","010801060302","NH,VT","Lulls Brook-Connecticut River",139.4,34447.49,"NH"
"219871","21987","010801060302","NH,VT","Lulls Brook-Connecticut River",139.4,34447.49,"NH"
"21917","21917","010801060303","NH","Blow-me-down Brook",72.56,17929.8,"NH"
"22741","22741","010801060305","NH,VT","Hubbard Brook-Connecticut River",91.38,22580.65,"NH"
"227411","22741","010801060305","NH,VT","Hubbard Brook-Connecticut River",91.38,22580.65,"NH"
"21782","21782","010801060401","NH","Sawyer Brook",125.34,30972.78,"NH"
"21157","21157","010801060402","NH","Sunapee Lake",120.86,29864.06,"NH"
"20477","20477","010801060403","NH","South Branch Sugar River",120.01,29654.83,"NH"
"14776","14776","010801060404","NH","North Branch Sugar River",87.72,21675.57,"NH"
"22652","22652","010801060405","NH","Long Pond Brook-Sugar River",82.32,20342.32,"NH"
"21173","21173","010801060406","NH","Quabbinnight Brook-Sugar River",116.49,28784.27,"NH"
"21578","21578","010801060407","NH","Sugar River",61.16,15111.81,"NH"
"21436","21436","010801060603","NH,VT","Williams River",98.82,24419.14,"NH"
"214361","21436","010801060603","NH,VT","Williams River",98.82,24419.14,"NH"
"14775","14775","010801060701","NH","Little Sugar River",78.21,19326.13,"NH"
"21172","21172","010801060702","NH,VT","Spencer Brook-Connecticut River",130.88,32340.79,"NH"
"211721","21172","010801060702","NH,VT","Spencer Brook-Connecticut River",130.88,32340.79,"NH"
"21435","21435","010801060703","NH,VT","Jabes Hackett Brook-Connecticut River",94.05,23240.78,"NH"
"214351","21435","010801060703","NH,VT","Jabes Hackett Brook-Connecticut River",94.05,23240.78,"NH"
"22650","22650","010801070102","NH,VT","Saxtons River",89.62,22145.41,"NH"
"226501","22650","010801070102","NH,VT","Saxtons River",89.62,22145.41,"NH"
"14779","14779","010801070201","NH","Headwaters Cold River",76.24,18839.36,"NH"
"21517","21517","010801070202","NH","Vilas Pool-Cold River",82.68,20431.4,"NH"
"21516","21516","010801070203","NH","Cold River",104.23,25754.97,"NH"
"21886","21886","010801070501","NH,VT","Great Brook-Connecticut River",114.71,28344.31,"NH"
"218861","21886","010801070501","NH,VT","Great Brook-Connecticut River",114.71,28344.31,"NH"
"21772","21772","010801070502","NH,VT","East Putney Brook-Connecticut River",102.9,25428.21,"NH"
"217721","21772","010801070502","NH,VT","East Putney Brook-Connecticut River",102.9,25428.21,"NH"
"21400","21400","010801070503","NH","Partridge Brook",61.2,15123.16,"NH"
"13852","13852","010801070505","NH,VT","Catsbane Brook-Connecticut River",142.69,35259.41,"NH"
"138521","13852","010801070505","NH,VT","Catsbane Brook-Connecticut River",142.69,35259.41,"NH"
"21308","21308","010801070506","NH,VT","Whetstone Brook",71.34,17628.94,"NH"
"213081","21308","010801070506","NH,VT","Whetstone Brook",71.34,17628.94,"NH"
"21131","21131","010801070507","NH,VT","Vernon Dam-Connecticut River",114.66,28332.18,"NH"
"211311","21131","010801070507","NH,VT","Vernon Dam-Connecticut River",114.66,28332.18,"NH"
"15510","15510","010802010101","NH","Ashuelot Pond-Ashuelot River",67.82,16759.9,"NH"
"22639","22639","010802010102","NH","Abbott Brook-Ashuelot River",52.19,12895.28,"NH"
"21975","21975","010802010103","NH","Grassy Brook-Ashuelot River",66.22,16362.77,"NH"
"21965","21965","010802010104","NH","Surry Mountain Dam-Ashuelot River",77.62,19180.12,"NH"
"14769","14769","010802010201","NH","Otter Brook Lake-Otter Brook",122.21,30198.93,"NH"
"15509","15509","010802010202","NH","The Branch-Otter Brook",135.69,33528.7,"NH"
"21510","21510","010802010301","NH","Ash Swamp Brook-Ashuelot River",89.21,22044.19,"NH"
"21149","21149","010802010302","NH","Martin Brook",58.45,14442.13,"NH"
"21309","21309","010802010303","NH","South Branch Ashuelot River",136.53,33737.33,"NH"
"21310","21310","010802010401","NH","Wheelock Brook-Ashuelot River",115.7,28590.09,"NH"
"14770","14770","010802010402","MA,NH","Mirey Brook",75.55,18669.32,"NH"
"147701","14770","010802010402","MA,NH","Mirey Brook",75.55,18669.32,"NH"
"21276","21276","010802010403","NH","Ashuelot River",95.6,23623.72,"NH"
"21071","21071","010802010501","MA,NH,VT","Pauchaug Brook-Connecticut River",149.87,37034.49,"NH"
"210711","21071","010802010501","MA,NH,VT","Pauchaug Brook-Connecticut River",149.87,37034.49,"NH"
"210712","21071","010802010501","MA,NH,VT","Pauchaug Brook-Connecticut River",149.87,37034.49,"NH"
"14744","14744","010802020101","MA,NH","Headwaters Millers River",74.19,18331.61,"NH"
"147441","14744","010802020101","MA,NH","Headwaters Millers River",74.19,18331.61,"NH"
"21126","21126","010802020102","MA,NH","Priest Brook",61.04,15083.12,"NH"
"211261","21126","010802020102","MA,NH","Priest Brook",61.04,15083.12,"NH"
"21124","21124","010802020103","MA,NH","Tarbell Brook-Millers River",156.34,38633.44,"NH"
"211241","21124","010802020103","MA,NH","Tarbell Brook-Millers River",156.34,38633.44,"NH"
"21118","21118","010802020202","MA,NH","Lawrence Brook",68.3,16876.44,"NH"
"211181","21118","010802020202","MA,NH","Lawrence Brook",68.3,16876.44,"NH"
"21123","21123","010802020203","MA,NH","Tully River",121.46,30012.51,"NH"
"211231","21123","010802020203","MA,NH","Tully River",121.46,30012.51,"NH"
"44463","44463","043002020402","CN,ME,NH","Headwaters Salmon River",107.71,26616.46,"NH"
"444631","44463","043002020402","CN,ME,NH","Headwaters Salmon River",107.71,26616.46,"NH"
"44418","44418","043002020403","CN,NH","Ditton River",132.6,32766.41,"NH"
"44456","44456","043002020602","CN,NH","Headwaters North Eaton River",131.72,32548.91,"NH"
"44411","44411","043002020605","CN,NH","Clifton River",96,23722.15,"NH"
"44414","44414","043002020606","CN,NH","Headwaters Eaton River",153.55,37943.18,"NH"
