"","X","huc12","states","name","areasqkm","areaacres"
"20818","20818","010700040103","MA","Monoosnoc Brook-North Nashua River",118.21,29210.3
"20819","20819","010802010601","MA","Sawmill River",82.85,20472.1
"20820","20820","010700061202","MA","Keyes Brook-Stony Brook",117.39,29008.18
"20821","20821","010700040205","MA","Mulpus Brook-Nashua River",156.02,38554.21
"20822","20822","010700040101","MA","Whitman River",111,27428.05
"20823","20823","010700061302","MA","Middle Shawsheen River",89.39,22088
"20824","20824","010400021001","ME","Sabattus Pond",81.86,20228.16
"20825","20825","010400020901","ME","Bryant Pond-Little Androscoggin River",100.87,24925.98
"20826","20826","010400020703","ME","Martin Stream",95.86,23686.54
"20827","20827","010801020403","NH,VT","Water Andric-Passumpsic River",76.09,18801.52
"208271","20827","010801020403","NH,VT","Water Andric-Passumpsic River",76.09,18801.52
"20828","20828","010801030202","NH,VT","Moore Reservoir-Connecticut River",122.01,30148.3
"208281","20828","010801030202","NH,VT","Moore Reservoir-Connecticut River",122.01,30148.3
"20829","20829","010801010703","NH","North Branch Upper Ammonoosuc River",63.44,15676.54
"20830","20830","010801020201","VT","Rogers Brook",43.52,10753.48
"20831","20831","010400020206","ME","Bear River",111.24,27488.68
"20832","20832","010400020601","ME","Sevenmile Stream",101.94,25189.46
"20833","20833","010400020303","ME","West Branch Ellis River",137.59,33999.57
"20834","20834","010400020404","ME","Middle Swift River",73.84,18247.44
"20835","20835","010801010403","NH","Simms Stream",86.74,21434.97
"20836","20836","010400010502","NH","Clear Stream",122.63,30303.68
"20837","20837","010801010404","NH,VT","Clough Brook-Connecticut River",86.4,21349.5
"208371","20837","010801010404","NH,VT","Clough Brook-Connecticut River",86.4,21349.5
"20838","20838","010400010406","ME,NH","Sturtevant Stream-Magalloway River",108.85,26897.33
"208381","20838","010400010406","ME,NH","Sturtevant Stream-Magalloway River",108.85,26897.33
"20839","20839","010400010106","ME","South Bog Stream",46.27,11434.48
"20840","20840","010400010110","ME","Lower Richardson Lake",187.22,46263.54
"20841","20841","010801010503","VT","Nulhegan River",128.37,31720.62
"20842","20842","010400010405","NH","Dead Diamond River",103.99,25697.03
"20885","20885","010802020205","MA","Mill Brook-Millers River",108.08,26708.07
"20886","20886","010802020201","MA","Otter River",158.2,39091.88
"20887","20887","010802020207","MA","Lyons Brook-Millers River",88.96,21982.65
"20888","20888","010700040102","MA","Sand Brook-North Nashua River",114.11,28196.36
"20889","20889","010700061303","MA","Lower Shawsheen River",42.29,10450.52
"20890","20890","010802020206","MA","Moss Brook-Millers River",74.48,18404.38
"20891","20891","010802010503","MA","Fourmile Brook-Connecticut River",77.14,19060.58
"20892","20892","010700061207","MA,NH","Fish Brook-Merrimack River",96.48,23840.22
"208921","20892","010700061207","MA,NH","Fish Brook-Merrimack River",96.48,23840.22
"20999","20999","010700040301","MA,NH","Willard Brook",113.27,27990.11
"209991","20999","010700040301","MA,NH","Willard Brook",113.27,27990.11
"21004","21004","010400010104","ME","Kennebago River",105.26,26009.45
"21005","21005","010400010304","ME,NH","Little Magalloway River",69.08,17069.5
"210051","21005","010400010304","ME,NH","Little Magalloway River",69.08,17069.5
"21006","21006","010400010103","ME","Kennebago Lake",115.38,28510.02
"21057","21057","010700060403","NH","Big River",75.17,18574.85
"21058","21058","010700030602","NH","Deer Meadow Brook",49.69,12278.32
"21059","21059","010700060102","NH","Tannery Brook-Merrimack River",91.07,22504.8
"21069","21069","010700061205","MA,NH","Lower Beaver Brook",55.4,13689.99
"210691","21069","010700061205","MA,NH","Lower Beaver Brook",55.4,13689.99
"21070","21070","010700061201","MA,NH","Salmon Brook",80.52,19897.74
"210701","21070","010700061201","MA,NH","Salmon Brook",80.52,19897.74
"21071","21071","010802010501","MA,NH,VT","Pauchaug Brook-Connecticut River",149.87,37034.49
"210711","21071","010802010501","MA,NH,VT","Pauchaug Brook-Connecticut River",149.87,37034.49
"210712","21071","010802010501","MA,NH,VT","Pauchaug Brook-Connecticut River",149.87,37034.49
"21072","21072","010700060901","MA,NH","Headwaters Souhegan River",76.32,18859.33
"210721","21072","010700060901","MA,NH","Headwaters Souhegan River",76.32,18859.33
"21075","21075","010400010109","ME","Mooselookmeguntic Lake",227.55,56229.79
"21076","21076","010400010306","ME,NH","Abbott Brook-Magalloway River",78.71,19448.68
"210761","21076","010400010306","ME,NH","Abbott Brook-Magalloway River",78.71,19448.68
"21077","21077","010400010107","ME","Rangeley Lake",158.94,39275.82
"21078","21078","010400010402","NH","West Branch Dead Diamond",42.45,10490.54
"21079","21079","010400010401","NH","Middle Branch Dead Diamond River",72.97,18032.36
"21080","21080","010400010305","ME,NH","Aziscohos Lake",211.61,52290.09
"210801","21080","010400010305","ME,NH","Aziscohos Lake",211.61,52290.09
"21118","21118","010802020202","MA,NH","Lawrence Brook",68.3,16876.44
"211181","21118","010802020202","MA,NH","Lawrence Brook",68.3,16876.44
"21121","21121","010700040402","MA,NH","Unkety Brook-Nashua River",149.87,37033.7
"211211","21121","010700040402","MA,NH","Unkety Brook-Nashua River",149.87,37033.7
"21122","21122","010802010502","MA,VT","Fall River",93.87,23195.16
"211221","21122","010802010502","MA,VT","Fall River",93.87,23195.16
"21123","21123","010802020203","MA,NH","Tully River",121.46,30012.51
"211231","21123","010802020203","MA,NH","Tully River",121.46,30012.51
"21124","21124","010802020103","MA,NH","Tarbell Brook-Millers River",156.34,38633.44
"211241","21124","010802020103","MA,NH","Tarbell Brook-Millers River",156.34,38633.44
"21125","21125","010700040401","MA,NH","Nissitissit River",157.17,38837.64
"211251","21125","010700040401","MA,NH","Nissitissit River",157.17,38837.64
"21126","21126","010802020102","MA,NH","Priest Brook",61.04,15083.12
"211261","21126","010802020102","MA,NH","Priest Brook",61.04,15083.12
"21128","21128","010700061204","NH","Golden Brook",48.48,11978.44
"21129","21129","010700061001","NH","Pennichuck Brook",69.76,17237.99
"21130","21130","010700060902","NH","Blood Brook-Souhegan River",96.18,23765.87
"21131","21131","010801070507","NH,VT","Vernon Dam-Connecticut River",114.66,28332.18
"211311","21131","010801070507","NH,VT","Vernon Dam-Connecticut River",114.66,28332.18
"21138","21138","010700060202","NH","Soucook River",148.96,36808.87
"21149","21149","010802010302","NH","Martin Brook",58.45,14442.13
"21150","21150","010700061002","NH","Nesenkeag Brook-Merrimack River",87.54,21632.62
"21151","21151","010400020701","ME","West Branch Nezinscot River",144.46,35697.88
"21152","21152","010400020204","ME","Alder River",75.73,18713.88
"21153","21153","010400020606","ME","Hunton Brook-Androscoggin River",100.21,24762.47
"21154","21154","010400020604","ME","Pocasset Lake",61.04,15084.19
"21155","21155","010400020702","ME","East Branch Nezinscot River",112.44,27783.98
"21156","21156","010801060503","VT","Twentymile Stream-Black River",92.9,22956.87
"21157","21157","010801060402","NH","Sunapee Lake",120.86,29864.06
"21158","21158","010400020504","ME","Whitney Brook",61.75,15259.7
"21159","21159","010400020401","ME","Concord River",86.73,21430.78
"21160","21160","010700010804","NH","Sucker Brook-Pemigewasset River",56.35,13924.74
"21161","21161","010600030505","ME","Bog Brook-Little River",141.12,34870.57
"21166","21166","010400020305","ME","Howe Brook-Ellis River",87.62,21652.19
"21167","21167","010700030403","NH","Lane River",60.92,15054.77
"21168","21168","010600030402","ME","Leighs Mill Pond-Great Works River",129.25,31938.01
"21169","21169","010600030603","NH","Middle Cocheco River",65.97,16300.65
"21170","21170","010600030205","ME","Day Brook-Mousam River",48.92,12088.75
"21171","21171","010600030506","ME,NH","Middle Salmon Falls River",154.67,38219.07
"211711","21171","010600030506","ME,NH","Middle Salmon Falls River",154.67,38219.07
"21172","21172","010801060702","NH,VT","Spencer Brook-Connecticut River",130.88,32340.79
"211721","21172","010801060702","NH,VT","Spencer Brook-Connecticut River",130.88,32340.79
"21173","21173","010801060406","NH","Quabbinnight Brook-Sugar River",116.49,28784.27
"21174","21174","010600030301","ME","Batson River-Frontal Goosefare Bay",61.41,15175.26
"21175","21175","010700030501","NH","Cascade Brook",86.45,21362.82
"21176","21176","010600030601","NH","Upper Cocheco River",111.93,27657.75
"21276","21276","010802010403","NH","Ashuelot River",95.6,23623.72
"21279","21279","010700061101","NH","Arlington Mill Reservoir",58.08,14352.56
"21280","21280","010700060906","NH","Souhegan River",137.89,34072.29
"21281","21281","010700060904","NH","Purgatory Brook-Souhegan River",46.34,11451.13
"21282","21282","010700030104","NH","Gridley River-Contoocook River",113.77,28114.21
"21283","21283","010700060804","NH","Little Cohas Brook-Merrimack River",65.47,16176.95
"21284","21284","010700061403","MA,NH","Powwow River",153.61,37957.33
"212841","21284","010700061403","MA,NH","Powwow River",153.61,37957.33
"21286","21286","010700061203","NH","Upper Beaver Brook",140.67,34759.32
"21289","21289","010600021006","ME","Lake Arrowhead-Little Ossipee River",51.16,12641.88
"21290","21290","010700020101","NH","Wolfeboro Bay-Frontal Lake Winnipesaukee",149.6,36965.71
"21291","21291","010700010602","NH","Bog Brook",92.8,22932.25
"21292","21292","010801060102","NH","Indian River",115.89,28636.99
"21293","21293","010700020105","NH","Lake Kanasatka-Lake Winnipesaukee",81.01,20017.24
"21294","21294","010600021102","ME","Bonny Eagle Pond-Saco River",107.1,26464.77
"21295","21295","010600020703","NH","Pine River",142.65,35248.32
"21296","21296","010600020702","NH","Dan Hole River-Beech River",39.47,9753.36
"21297","21297","010801040302","VT","Headwaters Ompompanoosuc River",114.2,28219.89
"21298","21298","010801040205","NH,VT","Lake Morey-Connecticut River",152.52,37687.65
"212981","21298","010801040205","NH,VT","Lake Morey-Connecticut River",152.52,37687.65
"21299","21299","010400021007","ME","Androscoggin River-Merrymeeting Bay",105.97,26185.32
"21300","21300","010801050202","VT","Ayers Brook",96.3,23797.19
"21301","21301","010600020406","ME,NH","Lovewell Pond-Saco River",116.19,28709.99
"213011","21301","010600020406","ME,NH","Lovewell Pond-Saco River",116.19,28709.99
"21303","21303","010400020904","ME","Stony Brook-Little Androscoggin River",108.78,26879.77
"21304","21304","010400020704","ME","Nezinscot River",110.05,27194.5
"21307","21307","010700061401","MA,NH","Little River",75.31,18610.34
"213071","21307","010700061401","MA,NH","Little River",75.31,18610.34
"21308","21308","010801070506","NH,VT","Whetstone Brook",71.34,17628.94
"213081","21308","010801070506","NH,VT","Whetstone Brook",71.34,17628.94
"21309","21309","010802010303","NH","South Branch Ashuelot River",136.53,33737.33
"21310","21310","010802010401","NH","Wheelock Brook-Ashuelot River",115.7,28590.09
"21311","21311","010801070406","VT","West River",62.44,15428.04
"21312","21312","010801060504","VT","North Branch Black River",82.98,20503.63
"21313","21313","010600021103","ME","Stony Brook-Saco River",108.31,26763.43
"21314","21314","010700020201","NH","Lake Winnisquam",164.83,40730.36
"21315","21315","010801050401","VT","Headwaters First Branch White River",162.01,40033.66
"21316","21316","010400021005","ME","Newell Brook-Androscoggin River",133.75,33049.12
"21317","21317","010801050201","VT","Headwaters Third Branch White River",162.27,40096.63
"21318","21318","010400020909","ME","Marshall Pond-Bog Brook",119.12,29435.76
"21319","21319","010801030601","VT","Headwaters Wells River",110.65,27341.4
"21333","21333","010801030101","NH","Forest Lake-Bog Brook",47.98,11856.9
"21334","21334","010400020801","ME","Gulf Island Pond-Androscoggin River",98.81,24416.85
"21335","21335","010801030205","NH,VT","McIndoe Falls-Connecticut River",60.89,15045.57
"213351","21335","010801030205","NH,VT","McIndoe Falls-Connecticut River",60.89,15045.57
"21336","21336","010801030403","NH","Baker Brook-Ammonoosuc River",144.47,35700.42
"21340","21340","010400020304","ME","Horseshoe Brook-Ellis River",72.21,17843.44
"21341","21341","010801020301","VT","Millers Run",119.63,29560.04
"21342","21342","010400020502","ME","Webb River",145.8,36028.92
"21399","21399","010600031003","NH","Taylor River",59.29,14651.63
"21400","21400","010801070503","NH","Partridge Brook",61.2,15123.16
"21401","21401","010600030805","NH","Exeter River-Squamscott River",50.03,12363.01
"21402","21402","010700060905","NH","Baboosic Brook",127.25,31445.12
"21403","21403","010600031105","ME","Appledore Island",0.75,185.79
"21404","21404","010700030106","NH","Ferguson Brook-Contoocook River",43.6,10774.31
"21405","21405","010700060703","NH","Cohas Brook",60.46,14939
"21406","21406","010700030103","NH","Nubanusit Brook",76.76,18968.48
"21407","21407","010600021002","ME,NH","Rock Haven Lake-Little Ossipee River",122.11,30173.83
"214071","21407","010600021002","ME,NH","Rock Haven Lake-Little Ossipee River",122.11,30173.83
"21408","21408","010801060105","NH","Mascoma Lake-Mascoma River",96.58,23864.42
"21409","21409","010801060206","VT","Gulf Stream",99.37,24554.91
"21410","21410","010801040401","NH","Mink Brook",47.87,11827.73
"21411","21411","010801050503","VT","White River",64.98,16057.54
"21412","21412","010801020103","VT","Calendar Brook",59.97,14817.84
"21413","21413","010801020202","VT","Headwaters Moose River",158.21,39094.22
"21414","21414","010400010201","ME,NH","Swift Cambridge River",92.05,22747.05
"214141","21414","010400010201","ME,NH","Swift Cambridge River",92.05,22747.05
"21415","21415","010400010202","ME","Dead Cambridge River",73.79,18234.94
"21416","21416","010801010602","NH","Bog Brook",65.11,16088.15
"21417","21417","010400010601","ME,NH","Mollidgewock Brook",71.24,17602.83
"214171","21417","010400010601","ME,NH","Mollidgewock Brook",71.24,17602.83
"21432","21432","010700020104","NH","Melvin River-Frontal Moultonborough Bay",120.27,29719.2
"21433","21433","010600020504","ME","Breakneck Brook-Saco River",58.03,14340.32
"21435","21435","010801060703","NH,VT","Jabes Hackett Brook-Connecticut River",94.05,23240.78
"214351","21435","010801060703","NH,VT","Jabes Hackett Brook-Connecticut River",94.05,23240.78
"21436","21436","010801060603","NH,VT","Williams River",98.82,24419.14
"214361","21436","010801060603","NH,VT","Williams River",98.82,24419.14
"21437","21437","010801070303","VT","Flood Brook-West River",84.18,20800.24
"21440","21440","010700060502","NH","Little Suncook River",102.67,25369.41
"21441","21441","010600030608","NH","Lower Cocheco River",81.19,20062.13
"21442","21442","010700060503","NH","Suncook River",162.64,40190.04
"21503","21503","010600020701","NH","Beech River",48.73,12042.43
"21504","21504","010700010603","NH","Newfound Lake-Newfound River",85.72,21181.75
"21505","21505","010600020803","NH","Danforth Ponds",48.24,11919.75
"21506","21506","010801050102","VT","West Branch White River",112.11,27702.87
"21507","21507","010801050203","VT","Third Branch White River",96.13,23754.02
"21508","21508","010600030803","NH","Spruce Swamp-Exeter River",61.44,15181.08
"21509","21509","010700060803","NH","Bowman Brook-Merrimack River",45.13,11153.09
"21510","21510","010802010301","NH","Ash Swamp Brook-Ashuelot River",89.21,22044.19
"21511","21511","010801070405","VT","Rock River",149.19,36864.52
"21512","21512","010700060606","NH","South Branch Piscataquog River",81.22,20069.25
"21513","21513","010801010603","NH,VT","Dennis Pond Brook-Connecticut River",141.46,34956.29
"215131","21513","010801010603","NH,VT","Dennis Pond Brook-Connecticut River",141.46,34956.29
"21514","21514","010801020102","VT","East Branch Passumpsic River",154,38054.94
"21515","21515","010801020101","VT","Bean Brook",54.92,13569.99
"21516","21516","010801070203","NH","Cold River",104.23,25754.97
"21517","21517","010801070202","NH","Vilas Pool-Cold River",82.68,20431.4
"21518","21518","010700030302","NH","Amey Brook",53.13,13127.62
"21519","21519","010600030607","NH","Isinglass River",43.41,10727.07
"21560","21560","010700030107","NH","Moose Brook-Contoocook River",47.83,11818.73
"21561","21561","010600030802","NH","Watson Brook-Exeter River",42.8,10575.21
"21562","21562","010700060702","NH","Massabesic Lake",44.62,11024.62
"21563","21563","010600030901","NH","Winnicut River",45.13,11151.01
"21564","21564","010801070504","VT","Sacketts Brook",41.2,10181.95
"21566","21566","010600031002","NH","Berrys Brook-Frontal Rye Harbor",42.97,10617.27
"21567","21567","010600030806","NH","Squamscott River",52.56,12988.48
"21568","21568","010600031102","ME","Stevens Brook-Frontal Atlantic Ocean",161.83,39989.25
"21569","21569","010600030103","ME","Goochs Beach-Frontal Atlantic Ocean",0.19,47.83
"21570","21570","010801040303","VT","West Branch Ompompanoosuc River",154.65,38215.27
"21571","21571","010801070401","VT","Wardsboro Brook",91.21,22537.72
"21572","21572","010600030604","NH","Bow Lake",36.93,9125.15
"21573","21573","010700030402","NH","Upper Warner River",117.66,29074.17
"21574","21574","010801060602","VT","Middle Branch Williams River",124.28,30710.13
"21575","21575","010801060505","VT","Black River",137.44,33961.05
"21576","21576","010600031101","ME","Branch Brook-Merriland River",81.69,20185.45
"21577","21577","010700060101","NH","Punch Brook-Merrimack River",81.99,20261.3
"21578","21578","010801060407","NH","Sugar River",61.16,15111.81
"21579","21579","010600020503","ME","Barker Pond",47.3,11688.03
"21580","21580","010600020502","ME","Tenmile River-Saco River",107.86,26652.09
"21581","21581","010600030401","ME","Bauneg Beg Pond-Great Works River",95.18,23518.45
"21768","21768","010801070403","VT","Grassy Brook",38.19,9437.78
"21770","21770","010700060605","NH","Middle Branch Piscataquog River",107.16,26478.8
"21771","21771","010600030703","NH","Pawtuckaway River-Lamprey River",106.12,26222.33
"21772","21772","010801070502","NH,VT","East Putney Brook-Connecticut River",102.9,25428.21
"217721","21772","010801070502","NH,VT","East Putney Brook-Connecticut River",102.9,25428.21
"21773","21773","010700060603","NH","Gorham Brook-Piscataquog River",37.33,9223.38
"21774","21774","010700060701","NH","Sucker Brook",76.13,18812.78
"21775","21775","010600030708","NH","Piscassic River",58.72,14510.11
"21778","21778","010600021106","ME","The Pool-Frontal Saco Bay",6.42,1585.39
"21780","21780","010600030204","ME","Estes Lake-Mousam River",77.38,19120.7
"21781","21781","010801060501","VT","Headwaters Black River",101.58,25100.33
"21782","21782","010801060401","NH","Sawyer Brook",125.34,30972.78
"21886","21886","010801070501","NH,VT","Great Brook-Connecticut River",114.71,28344.31
"218861","21886","010801070501","NH,VT","Great Brook-Connecticut River",114.71,28344.31
"21887","21887","010700060601","NH","Weare Reservoir-Piscataquog River",74.71,18460.37
"21889","21889","010600030501","NH","Headwaters Branch River",74.39,18382.93
"21912","21912","010700060607","NH","Piscataquog River",96.79,23916.17
"21913","21913","010600030504","ME,NH","Upper Salmon Falls River",60.16,14865.72
"219131","21913","010600030504","ME,NH","Upper Salmon Falls River",60.16,14865.72
"21914","21914","010600030502","NH","Branch River",70.84,17503.81
"21915","21915","010700030502","NH","Frazier Brook-Blackwater River",93.28,23050.99
"21916","21916","010801060304","VT","Mill Brook",115.31,28494.44
"21917","21917","010801060303","NH","Blow-me-down Brook",72.56,17929.8
"21918","21918","010801060203","VT","Broad Brook",69.81,17249.81
"21919","21919","010600030201","ME","Mousam Lake",77.08,19047.39
"21964","21964","010700030108","NH","Great Brook-Contoocook River",96.01,23724.83
"21965","21965","010802010104","NH","Surry Mountain Dam-Ashuelot River",77.62,19180.12
"21966","21966","010700060802","NH","Browns Brook-Merrimack River",109.12,26963.59
"21967","21967","010600031104","ME","Sewards Point-Frontal Brave Boat Harbor",11.3,2793.25
"21968","21968","010700030202","NH","Franklin Pierce Lake",92.92,22960.18
"21969","21969","010600030904","NH","Great Bay",77.79,19223.02
"21970","21970","010801070306","VT","Ball Mountain Brook",87.11,21524.64
"21971","21971","010600030706","NH","North River",35.82,8851.23
"21972","21972","010600030709","NH","Lamprey River",53.38,13190.82
"21974","21974","010801070402","VT","Mill Brook-West River",112.35,27761.95
"21975","21975","010802010103","NH","Grassy Brook-Ashuelot River",66.22,16362.77
"21976","21976","010700060602","NH","Everett Lake-Piscataquog River",85.42,21108.33
"21977","21977","010700010802","NH","Salmon Brook",65.66,16224.51
"21978","21978","010600021104","ME","Swan Pond-Swan Pond Brook",80.33,19850.41
"21979","21979","010600030203","ME","Shaker Pond",50.65,12516.78
"21980","21980","010700010702","NH","Smith River",107.48,26559.59
"21981","21981","010600030503","ME,NH","Headwaters Salmon Falls River",71.77,17733.77
"219811","21981","010600030503","ME,NH","Headwaters Salmon Falls River",71.77,17733.77
"21982","21982","010700020110","NH","Paugus Bay",30.48,7530.95
"21983","21983","010700020106","NH","The Broads-Lake Winnipeasaukee",157.62,38949.72
"21984","21984","010801060205","VT","Beaver Brook-Ottauquechee River",76.58,18924.23
"21985","21985","010600021003","ME","Henderson Brook",52.84,13056.41
"21986","21986","010700010701","NH","Headwaters Smith River",120.03,29659.02
"21987","21987","010801060302","NH,VT","Lulls Brook-Connecticut River",139.4,34447.49
"219871","21987","010801060302","NH,VT","Lulls Brook-Connecticut River",139.4,34447.49
"22260","22260","010600010206","ME","Lower Royal River",59.6,14726.3
"22268","22268","010600010602","ME","Great Pond-Frontal Casco Bay",204.78,50600.98
"22269","22269","010600030801","NH","Headwaters Exeter River",82.6,20411.5
"22516","22516","020200030102","NY,VT","Mill Brook-White Creek",126.14,31170.11
"22517","22517","020200030206","NY,VT","Steele Brook-Batten Kill",78.84,19482.58
"22538","22538","020200030704","NY,VT","Walloomsac River",149.78,37011.79
"22542","22542","020200030703","NY,VT","Little White Creek",61.72,15252.05
"22543","22543","020200030804","NY,VT","Browns Brook-Hoosic River",105.62,26099.97
"22544","22544","020200030901","NY,VT","White Creek",51.15,12639.03
"22569","22569","020200030201","VT","West Branch Batten Kill-Batten Kill",101.09,24979
"22570","22570","020200030701","VT","Roaring Branch Walloomsac Brook",109.28,27004.58
"22571","22571","020200030702","VT","South Stream-Walloomsac River",88.93,21974.39
"22573","22573","020200030202","VT","Warm Brook",138.5,34224.03
"22580","22580","020200061002","MA,NY","Bash Bish Brook",82.63,20418.55
"22582","22582","020200030601","MA","Headwaters Hoosic River",93.69,23150.77
"22583","22583","020200030803","NY,VT","Ladd Brook-Hoosic River",68.44,16912.99
"22584","22584","020200030602","MA,VT","North Branch Hoosic River",113.08,27942.44
"225841","22584","020200030602","MA,VT","North Branch Hoosic River",113.08,27942.44
"22639","22639","010802010102","NH","Abbott Brook-Ashuelot River",52.19,12895.28
"22641","22641","010801060106","NH","Mascoma River",106.7,26365.05
"22643","22643","010600021007","ME","Hamlin Brook-Little Ossipee River",79.37,19613.21
"22644","22644","010801040402","NH,VT","Bloody Brook-Connecticut River",165.3,40846.23
"226441","22644","010801040402","NH,VT","Bloody Brook-Connecticut River",165.3,40846.23
"22646","22646","010600030902","NH","Oyster River",80.37,19859.5
"22647","22647","010600030704","NH","Pawtuckaway Pond",52.82,13052.75
"22648","22648","010600031001","ME,NH","Piscataqua River-Frontal Portsmouth Harbor",123.03,30401.63
"226481","22648","010600031001","ME,NH","Piscataqua River-Frontal Portsmouth Harbor",123.03,30401.63
"22649","22649","010801070307","VT","Turkey Mountain Brook-West River",44.53,11002.47
"22650","22650","010801070102","NH,VT","Saxtons River",89.62,22145.41
"226501","22650","010801070102","NH,VT","Saxtons River",89.62,22145.41
"22651","22651","010600030206","ME","Parsons Beach-Frontal Atlantic Ocean",0.23,56.23
"22652","22652","010801060405","NH","Long Pond Brook-Sugar River",82.32,20342.32
"22653","22653","010700010801","NH","Harper Brook-Pemigewasset River",102.88,25421.96
"22654","22654","010700020107","NH","Gunstock River-Frontal Sanders Bay",72.62,17944.65
"22655","22655","010801060202","VT","North Branch Ottauquechee River",70.93,17527.76
"22656","22656","010801060207","VT","Ottauquechee River",105.33,26027.76
"22657","22657","010600021001","ME,NH","Shapleigh Pond",56.28,13908.13
"226571","22657","010600021001","ME,NH","Shapleigh Pond",56.28,13908.13
"22658","22658","010700020109","NH","Meredith Bay-Lake Winnipeasaukee",35.94,8881.58
"22659","22659","010801060201","VT","Headwaters Ottauquechee River",114.87,28386.19
"22660","22660","010600021005","ME","Brown Brook",72.52,17919.66
"22661","22661","010801060103","NH","Goose Pond Brook",54.06,13358.75
"22662","22662","010700010502","NH","Squam River",54.84,13551.44
"22663","22663","010600020902","ME,NH","South River",81.42,20118.44
"226631","22663","010600020902","ME,NH","South River",81.42,20118.44
"22664","22664","010801040304","VT","Ompompanoosuc River",31.71,7835.48
"22741","22741","010801060305","NH,VT","Hubbard Brook-Connecticut River",91.38,22580.65
"227411","22741","010801060305","NH,VT","Hubbard Brook-Connecticut River",91.38,22580.65
"22742","22742","010600030202","ME","Number One Pond-Mousam River",49.62,12260.78
"22743","22743","010600030101","ME","Kennebunk Pond-Kennebunk River",56.59,13983.02
"22744","22744","010801050402","VT","First Branch White River",108.86,26900.6
"22745","22745","010600020405","ME,NH","Shepards River",69.44,17158.95
"227451","22745","010600020405","ME,NH","Shepards River",69.44,17158.95
"22746","22746","010400021006","ME","Cathance River",135.25,33420.87
"22747","22747","010600020404","ME,NH","Old Course Saco River-Saco River",61.18,15118.94
"227471","22747","010600020404","ME,NH","Old Course Saco River-Saco River",61.18,15118.94
"22748","22748","010400021002","ME","Sabattus River",106.17,26234.1
"22749","22749","010801030703","NH,VT","Clark Brook-Connecticut River",127.67,31548.88
"227491","22749","010801030703","NH,VT","Clark Brook-Connecticut River",127.67,31548.88
"22750","22750","010801030702","NH,VT","Halls Brook",79.39,19618.13
"227501","22750","010801030702","NH,VT","Halls Brook",79.39,19618.13
"22824","22824","010801040101","VT","Tabor Branch",75.93,18762.35
"22825","22825","010400020505","ME","Worthley Pond-Androscoggin River",163.89,40496.83
"22826","22826","010400010603","ME,NH","Chickwolnepy Stream-Androscoggin Rvier",124.32,30719.1
"228261","22826","010400010603","ME,NH","Chickwolnepy Stream-Androscoggin Rvier",124.32,30719.1
"22827","22827","010801010901","VT","Cutler Mill Brook",64.8,16013.32
"22828","22828","010400020405","ME","Lower Swift River",73.83,18242.74
"22829","22829","010801010601","VT","Paul Stream",137.99,34098.2
"22830","22830","010400020301","ME","Ellis Pond",79.08,19539.92
"22831","22831","010400020302","ME","Black Brook",48.91,12086.48
"22832","22832","010400010105","ME","Cascade Stream",53.89,13317.33
"22833","22833","010400010404","NH","Swift Diamond River",102.78,25396.89
"22834","22834","010400010108","ME","Pepperpot Pond",44.96,11110.7
"22835","22835","010801050104","VT","Tweed River",131.81,32571.31
"22836","22836","010700010501","NH","Squam Lake",113.79,28118.18
"22837","22837","010801060101","NH","Canaan Street Lake-Mascoma River",85.85,21214.16
"22838","22838","010600020802","NH","Lovell River-Ossipee Lake",76.21,18831.35
"22863","22863","010400020402","ME","East Branch Swift River",54.39,13439.77
"22864","22864","010400010501","NH","Millsfield Pond Brook",43.29,10696.33
"22865","22865","010400010602","NH","Bog Brook-Androscoggin River",216.48,53492.68
"22866","22866","010801010704","NH","Phillips Brook",123.73,30574.44
"22867","22867","010400010203","ME,NH","Umbagog Lake",150.63,37222.61
"228671","22867","010400010203","ME,NH","Umbagog Lake",150.63,37222.61
"22868","22868","010400020403","ME","Upper Swift River",122.48,30265.01
"22869","22869","010801010405","NH,VT","Lyman Brook-Connecticut River",103.45,25562.99
"228691","22869","010801010405","NH,VT","Lyman Brook-Connecticut River",103.45,25562.99
"22870","22870","010600030701","NH","Headwaters Lamprey River",88.74,21927.81
"22871","22871","010600030705","NH","Bean River-North River",60.99,15072.15
"22872","22872","010801070101","VT","Headwaters Saxtons River",112.37,27767.57
"22873","22873","010600030707","NH","Little River",52.38,12943.97
"22874","22874","010600031103","ME","York River",86.14,21285.42
"22875","22875","010600020804","NH","Ossipee Lake-Ossipee River",36.55,9031.31
"22876","22876","010700010304","NH","South Branch Baker River",107.76,26629.06
"22877","22877","010600020605","NH","Lower Bearcamp River",77.44,19136.27
"22879","22879","010600020901","ME,NH","Loon Lake-Ossipee River",49.52,12235.69
"228791","22879","010600020901","ME,NH","Loon Lake-Ossipee River",49.52,12235.69
"22880","22880","010600020905","ME","Little River-Ossipee River",93.96,23217.55
"22881","22881","010600021101","ME","Watchic Pond-Saco River",147.44,36432.37
"22882","22882","010801040203","NH","Clay Brook",49.24,12167.57
"22883","22883","010801040202","NH","Jacobs Brook",70.23,17353.61
"22884","22884","010600020801","NH","West Branch",67.37,16647.06
"22995","22995","010600030507","ME,NH","Lower Salmon Falls River",56.11,13865.78
"229951","22995","010600030507","ME,NH","Lower Salmon Falls River",56.11,13865.78
"22996","22996","010600030903","NH","Bellamy River",87.46,21611.46
